Timestamp,Dominant Emotion,Emotion Scores,Intensity Scores,FPS,Efficiency,Alerts
2025-09-02 23:40:32,neutral,"{'angry': np.float32(1.9664081e-05), 'disgust': np.float32(6.148095e-09), 'fear': np.float32(0.03545823), 'happy': np.float32(0.004424685), 'sad': np.float32(0.0037170746), 'surprise': np.float32(0.0041622757), 'neutral': np.float32(99.952225)}","{'angry': np.float32(1.9664081e-05), 'disgust': np.float32(6.148095e-09), 'fear': np.float32(0.03545823), 'happy': np.float32(0.004424685), 'sad': np.float32(0.0037170746), 'surprise': np.float32(0.0041622757), 'neutral': np.float32(99.952225), 'stress': np.float64(0.011388750746846199)}",5.66,18.85,
2025-09-02 23:40:32,neutral,"{'angry': np.float32(0.07991049), 'disgust': np.float32(5.307018e-06), 'fear': np.float32(3.4652643), 'happy': np.float32(2.2931452), 'sad': np.float32(0.84193516), 'surprise': np.float32(9.482535), 'neutral': np.float32(83.83721)}","{'angry': np.float32(0.07991049), 'disgust': np.float32(5.307018e-06), 'fear': np.float32(3.4652643), 'happy': np.float32(2.2931452), 'sad': np.float32(0.84193516), 'surprise': np.float32(9.482535), 'neutral': np.float32(83.83721), 'stress': np.float64(1.2399306297302246)}",5.7,19.02,
2025-09-02 23:40:32,neutral,"{'angry': np.float32(0.009769603), 'disgust': np.float32(1.9661853e-08), 'fear': np.float32(0.2004966), 'happy': np.float32(0.0048250817), 'sad': np.float32(1.3091288), 'surprise': np.float32(0.013129698), 'neutral': np.float32(98.462654)}","{'angry': np.float32(0.009769603), 'disgust': np.float32(1.9661853e-08), 'fear': np.float32(0.2004966), 'happy': np.float32(0.0048250817), 'sad': np.float32(1.3091288), 'surprise': np.float32(0.013129698), 'neutral': np.float32(98.462654), 'stress': np.float64(0.32588258385658264)}",10.44,34.8,
2025-09-02 23:40:32,neutral,"{'angry': np.float32(0.49997625), 'disgust': np.float32(9.607898e-06), 'fear': np.float32(0.20454128), 'happy': np.float32(0.302076), 'sad': np.float32(0.4387938), 'surprise': np.float32(0.3407846), 'neutral': np.float32(98.21381)}","{'angry': np.float32(0.49997625), 'disgust': np.float32(9.607898e-06), 'fear': np.float32(0.20454128), 'happy': np.float32(0.302076), 'sad': np.float32(0.4387938), 'surprise': np.float32(0.3407846), 'neutral': np.float32(98.21381), 'stress': np.float64(0.3491116762161255)}",7.7,25.67,
2025-09-02 23:40:33,neutral,"{'angry': np.float32(0.17708373), 'disgust': np.float32(3.2420126e-06), 'fear': np.float32(0.38248134), 'happy': np.float32(0.0004505294), 'sad': np.float32(2.9950643), 'surprise': np.float32(0.00092472427), 'neutral': np.float32(96.44399)}","{'angry': np.float32(0.17708373), 'disgust': np.float32(3.2420126e-06), 'fear': np.float32(0.38248134), 'happy': np.float32(0.0004505294), 'sad': np.float32(2.9950643), 'surprise': np.float32(0.00092472427), 'neutral': np.float32(96.44399), 'stress': np.float64(0.7845907211303711)}",7.72,25.73,
2025-09-02 23:40:33,neutral,"{'angry': np.float32(0.11800201), 'disgust': np.float32(1.0205903e-05), 'fear': np.float32(0.031394206), 'happy': np.float32(0.013885622), 'sad': np.float32(0.30801183), 'surprise': np.float32(0.22160982), 'neutral': np.float32(99.30709)}","{'angry': np.float32(0.11800201), 'disgust': np.float32(1.0205903e-05), 'fear': np.float32(0.031394206), 'happy': np.float32(0.013885622), 'sad': np.float32(0.30801183), 'surprise': np.float32(0.22160982), 'neutral': np.float32(99.30709), 'stress': np.float64(0.11822143197059631)}",5.76,19.19,
2025-09-02 23:40:33,neutral,"{'angry': np.float32(1.0275156), 'disgust': np.float32(0.00021321257), 'fear': np.float32(0.17195763), 'happy': np.float32(1.0891123), 'sad': np.float32(0.52370495), 'surprise': np.float32(5.6317415), 'neutral': np.float32(91.555756)}","{'angry': np.float32(1.0275156), 'disgust': np.float32(0.00021321257), 'fear': np.float32(0.17195763), 'happy': np.float32(1.0891123), 'sad': np.float32(0.52370495), 'surprise': np.float32(5.6317415), 'neutral': np.float32(91.555756), 'stress': np.float64(0.5673345327377319)}",6.33,21.1,
2025-09-02 23:40:33,neutral,"{'angry': np.float32(6.3619204), 'disgust': np.float32(4.893149e-06), 'fear': np.float32(2.2139878), 'happy': np.float32(0.016842786), 'sad': np.float32(0.39174417), 'surprise': np.float32(8.532998), 'neutral': np.float32(82.4825)}","{'angry': np.float32(6.3619204), 'disgust': np.float32(4.893149e-06), 'fear': np.float32(2.2139878), 'happy': np.float32(0.016842786), 'sad': np.float32(0.39174417), 'surprise': np.float32(8.532998), 'neutral': np.float32(82.4825), 'stress': np.float64(3.287313222885132)}",5.68,18.92,
2025-09-02 23:40:33,neutral,"{'angry': np.float32(0.047927275), 'disgust': np.float32(2.6455726e-07), 'fear': np.float32(0.28631353), 'happy': np.float32(0.03099675), 'sad': np.float32(1.809347), 'surprise': np.float32(0.11031669), 'neutral': np.float32(97.7151)}","{'angry': np.float32(0.047927275), 'disgust': np.float32(2.6455726e-07), 'fear': np.float32(0.28631353), 'happy': np.float32(0.03099675), 'sad': np.float32(1.809347), 'surprise': np.float32(0.11031669), 'neutral': np.float32(97.7151), 'stress': np.float64(0.4669343829154968)}",5.59,18.64,
2025-09-02 23:40:34,neutral,"{'angry': np.float32(0.0018043017), 'disgust': np.float32(1.1350458e-08), 'fear': np.float32(0.017825222), 'happy': np.float32(0.87425745), 'sad': np.float32(0.0875433), 'surprise': np.float32(0.14235047), 'neutral': np.float32(98.87621)}","{'angry': np.float32(0.0018043017), 'disgust': np.float32(1.1350458e-08), 'fear': np.float32(0.017825222), 'happy': np.float32(0.87425745), 'sad': np.float32(0.0875433), 'surprise': np.float32(0.14235047), 'neutral': np.float32(98.87621), 'stress': np.float64(0.023577949032187462)}",6.36,21.19,
